Rank,Symbol,Rating,Name,Score,3 Months Perf,Creation date
626,SWAV,BBB+,"ShockWave Medical, Inc. - Common Stock",99.737,70.24,1/18/2021
627,LBRT,BBB+,Liberty Oilfield Services Inc. Class A Common Sto,99.733,61.8,1/31/2021
628,ITCI,BBB+,Intra-Cellular Therapies Inc. - Common Stock,99.733,48.39,1/31/2021
629,GIII,BBB+,"G-III Apparel Group, LTD. - Common Stock",99.732,107.97,2/3/2021
630,SSTK,BBB+,"Shutterstock, Inc. Common Stock",99.731,1.17,2/3/2021
631,FND,BBB+,"Floor & Decor Holdings, Inc. Common Stock",99.731,28.19,2/4/2021
632,TDC,BBB+,Teradata Corporation Common Stock,99.651,31.67,2/6/2021
633,KRYS,BBB+,"Krystal Biotech, Inc. - Common Stock",99.729,70.06,2/4/2021
634,VCRA,BBB+,"Vocera Communications, Inc. Common Stock",99.729,36.26,1/26/2021
635,SHYF,BBB+,"The Shyft Group, Inc. - Common Stock",99.729,55.65,2/5/2021
636,JAZZ,BBB+,Jazz Pharmaceuticals plc - Ordinary Shares,99.735,5.51,2/4/2021
637,IMVT,BBB+,"Immunovant, Inc.  - Common Stock",99.728,-50.63,2/5/2021
638,CAMT,BBB+,Camtek Ltd. - Ordinary Shares,99.728,45.86,2/6/2021
639,VIAC,BBB+,ViacomCBS Inc. - Class B Common Stock,99.729,84.23,2/2/2021
640,DPZ,BBB+,Domino's Pizza Inc Common Stock,99.727,-5.66,1/17/2021
641,GFF,BBB+,Griffon Corporation Common Stock,99.726,3.56,2/4/2021
642,Z,BBB+,"Zillow Group, Inc. - Class C Capital Stock",99.726,37.76,2/2/2021
643,spot,BBB+,Spotify Technology S.A. Ordinary Shares,99.728,13.98,2/5/2021
644,GRA,BBB+,W.R. Grace & Co. Common Stock,99.726,38.48,1/4/2021
645,AJRD,BBB+,"Aerojet Rocketdyne Holdings, Inc. Common Stock",99.723,56.04,1/28/2021
646,BLI,BBB+,"Berkeley Lights, Inc. - Common Stock",99.724,-5.23,1/20/2021
647,KNTE,BBB+,Kinnate Biopharma Inc. - Common Stock,99.722,-7.76,1/5/2021
648,TENB,BBB+,"Tenable Holdings, Inc. - Common Stock",99.719,20.86,2/4/2021
649,FAST,BBB+,Fastenal Company - Common Stock,99.719,0.7,2/1/2021
650,FLIR,BBB+,"FLIR Systems, Inc. - Common Stock",99.721,56.87,1/8/2021
651,IBKR,BBB+,"Interactive Brokers Group, Inc. - Common Stock",99.72,51.47,2/1/2021
652,IRTC,BBB+,"iRhythm Technologies, Inc. - Common Stock",99.719,-29.72,1/30/2021
653,CXW,BBB+,"CoreCivic, Inc. Common Stock",99.718,25.83,2/4/2021
654,YMAB,BBB+,"Y-mAbs Therapeutics, Inc. - Common Stock",99.718,0.13,1/31/2021
655,CNST,BBB+,"Constellation Pharmaceuticals, Inc. - Common Stoc",99.718,55.75,1/19/2021
656,RESI,BBB+,Altisource Residential Corporation Common Stock,99.717,20.9,1/28/2021
657,CVNA,BBB+,Carvana Co. Class A Common Stock,99.718,37.21,2/6/2021
658,AGIO,BBB+,"Agios Pharmaceuticals, Inc. - Common Stock",99.716,34.98,1/29/2021
659,COOP,BBB+,Mr. Cooper Group Inc. - Common Stock,99.716,26.68,1/31/2021
660,RLGY,BBB+,Realogy Holdings Corp. Common Stock,99.716,35.95,1/27/2021
661,YEXT,BBB+,"Yext, Inc. Common Stock",99.715,-3.58,2/1/2021
662,SEE,BBB,Sealed Air Corporation Common Stock,99.714,7.23,2/6/2021
663,NFG,BBB,National Fuel Gas Company Common Stock,99.71,10.84,2/6/2021
664,BKD,BBB+,Brookdale Senior Living Inc. Common Stock,99.713,93.27,2/5/2021
665,ALK,BBB,"Alaska Air Group, Inc. Common Stock",99.713,41.64,2/6/2021
666,MIME,BBB,Mimecast Limited - Ordinary Shares,99.716,0.81,2/4/2021
667,STAG,BBB,"Stag Industrial, Inc. Common Stock",99.712,-1.35,2/5/2021
668,ALKS,BBB,Alkermes plc - Ordinary Shares,99.712,31.35,2/6/2021
669,MMYT,BBB,MakeMyTrip Limited - Ordinary Shares,99.707,42.8,1/15/2021
670,ACIA,BBB,"Acacia Communications, Inc. - Common Stock",99.707,4.25,2/5/2021
671,XRX,BBB,Xerox Corporation Common Stock,99.707,22.65,2/3/2021
672,CRMT,BBB,"America's Car-Mart, Inc. - Common Stock",99.706,38.07,2/5/2021
673,PRAX,BBB,"Praxis Precision Medicines, Inc. - Common Stock",99.704,62.26,2/5/2021
674,KRA,BBB,Kraton Corporation Common Stock,99.698,23.19,2/5/2021
675,QNST,BBB,"QuinStreet, Inc. - Common Stock",99.712,40.77,2/6/2021
676,GS,BBB,"Goldman Sachs Group, Inc. (The) Common Stock",99.702,45.83,1/28/2021
677,IRDM,BBB,Iridium Communications Inc - Common Stock,99.703,88.6,1/22/2021
678,ATH,BBB,Athene Holding Ltd. Class A Common Shares,99.704,23.57,2/4/2021
679,TPC,BBB,Tutor Perini Corporation Common Stock,99.699,31.21,2/5/2021
680,CEVA,BBB,"CEVA, Inc. - Common Stock",99.698,44.9,2/2/2021
681,cvac,BBB,CureVac N.V. - Ordinary Shares,99.695,149.56,2/5/2021
682,BHE,BBB,"Benchmark Electronics, Inc. Common Stock",99.696,24.26,2/6/2021
683,SLQT,BBB,"SelectQuote, Inc. Common Stock",99.698,23.62,2/5/2021
684,KGC,BBB,Kinross Gold Corporation Common Stock,99.693,-16.34,2/4/2021
685,KC,BBB,Kingsoft Cloud Holdings Limited - American Deposi,99.694,29.39,2/4/2021
686,KBH,BBB,KB Home Common Stock,99.691,26.43,2/5/2021
687,BEAT,BBB,"BioTelemetry, Inc. - Common Stock",99.69,60.48,1/28/2021
688,DG,BBB,Dollar General Corporation Common Stock,99.691,-13.87,1/25/2021
689,DRD,BBB,DRDGOLD Limited American Depositary Shares,99.689,-21.42,1/31/2021
690,CCCC,BBB,"C4 Therapeutics, Inc. - Common Stock",99.685,66.02,1/28/2021
691,NSP,BBB,"Insperity, Inc. Common Stock",99.684,-4.21,1/30/2021
692,SGRY,BBB,"Surgery Partners, Inc. - Common Stock",99.683,90.23,2/2/2021
693,SMPL,BBB,The Simply Good Foods Company - Common Stock,99.68,41.18,2/4/2021
694,QDEL,BBB,Quidel Corporation - Common Stock,99.681,-16.39,2/4/2021
695,iq,BBB,"iQIYI, Inc. - American Depositary Shares",99.675,-3.93,1/31/2021
696,SHG,BBB,Shinhan Financial Group Co Ltd American Depositar,99.673,10.07,2/3/2021
697,PAYA,BBB,Paya Holdings Inc. - Common Stock,99.672,21.46,2/2/2021
698,WCC,BBB,"WESCO International, Inc. Common Stock",99.672,59.14,2/1/2021
699,FCX,BBB,"Freeport-McMoRan, Inc. Common Stock",99.669,66.03,1/26/2021
700,TECK,BBB,Teck Resources Ltd Ordinary Shares,99.668,25.73,2/3/2021
701,AVIR,BBB,"Aviragen Therapeutics, Inc. - Common Stock",99.667,157.71,2/2/2021
702,TRN,BBB,"Trinity Industries, Inc. Common Stock",99.671,56.45,1/20/2021
703,DOOR,BBB,Masonite International Corporation Ordinary Share,99.667,25.4,1/3/2021
704,ALB,BBB,Albemarle Corporation Common Stock,99.667,40.59,1/21/2021
705,MTLS,BBB,Materialise NV - American Depositary Shares,99.669,85.85,1/28/2021
706,ESTC,BBB,Elastic N.V. Ordinary Shares,99.666,49.35,1/31/2021
707,AZRE,BBB,Azure Power Global Limited Equity Shares,99.664,36.09,1/24/2021
708,STOK,BBB,"Stoke Therapeutics, Inc. - Common Stock",99.663,74.17,1/8/2021
709,ANDE,BBB,"The Andersons, Inc. - Common Stock",99.679,41.93,2/3/2021
710,MGM,BBB,MGM Resorts International Common Stock,99.661,55.54,2/3/2021
711,SGH,BBB,"SMART Global Holdings, Inc. - Ordinary Shares",99.66,33.06,2/2/2021
712,BRP,BBB,"BRP Group, Inc. - Class A Common Stock",99.66,30.23,2/2/2021
713,FINV,BBB,FinVolution Group American Depositary Shares,99.657,75.67,1/24/2021
714,VCYT,BBB,"Veracyte, Inc. - Common Stock",99.666,70.02,2/4/2021
715,LB,BBB,"L Brands, Inc.",99.652,48.35,1/28/2021
716,RETA,BBB,"Reata Pharmaceuticals, Inc. - Class A Common Stoc",99.659,-6.33,1/19/2021
717,IMAB,BBB,I-MAB - American Depositary Shares,99.664,73.72,2/4/2021
718,DIN,BBB,"DineEquity, Inc Common Stock",99.656,28.54,1/31/2021
719,PRIM,BBB,Primoris Services Corporation - Common Stock,99.656,53.15,2/2/2021
720,MCFE,BBB,McAfee Corp. - Class A Common Stock,99.655,20.8,1/23/2021
721,AMRC,BBB,"Ameresco, Inc. Class A Common Stock",99.649,51.79,1/30/2021
722,IAC,BBB,IAC/InterActiveCorp - Common Stock,99.658,85.24,2/5/2021
723,LULU,BBB,lululemon athletica inc. - Common Stock,99.654,-2.81,1/24/2021
724,OUT,BBB,OUTFRONT Media Inc. Common Stock,99.653,29.49,2/3/2021
725,BRBR,BBB,"BellRing Brands, Inc. Class A Common Stock",99.649,26.62,1/22/2021
726,AZZ,BBB,AZZ Inc.,99.651,36.56,1/28/2021
727,URBN,BBB,"Urban Outfitters, Inc. - Common Stock",99.651,22,1/20/2021
728,EBAY,BBB,eBay Inc. - Common Stock,99.647,22.77,2/4/2021
729,ICHR,BBB,Ichor Holdings - Ordinary Shares,99.648,59.23,2/2/2021
730,MGPI,BBB,"MGP Ingredients, Inc. - Common Stock",99.647,59.3,2/2/2021
731,CR,BBB,Crane Company Common Stock,99.646,54.63,1/4/2021
732,PRLB,BBB,"Proto Labs, Inc. Common stock",99.647,65.46,1/29/2021
733,MRSN,BBB,"Mersana Therapeutics, Inc. - Common Stock",99.644,19.04,2/2/2021
734,VLO,BBB,Valero Energy Corporation Common Stock,99.642,61.7,2/1/2021
735,HHC,BBB,Howard Hughes Corporation (The) Common Stock,99.642,41.44,2/4/2021
736,SITM,BBB,SiTime Corporation - Common Stock,99.64,26.57,1/25/2021
737,ZS,BBB,"Zscaler, Inc. - Common Stock",99.64,45.86,1/26/2021
738,CC,BBB,Chemours Company (The) Common Stock,99.639,9.64,2/1/2021
739,EV,BBB,Eaton Vance Corporation Common Stock,99.636,13.83,1/29/2021
740,TBK,BBB,"Triumph Bancorp, Inc. - Common Stock",99.637,54.17,1/22/2021
741,NRIX,BBB,"Nurix Therapeutics, Inc. - Common stock",99.636,67.23,1/30/2021
742,CERE,BBB,"Cerevel Therapeutics Holdings, Inc. - Common Stoc",99.636,70.35,2/3/2021
743,OR,BBB,Osisko Gold Royalties Ltd Common Shares,99.633,0.25,2/1/2021
744,NEWR,BBB,"New Relic, Inc. Common Stock",99.641,27.62,2/6/2021
745,silk,BBB,"Silk Road Medical, Inc. - Common Stock",99.627,-11.14,1/29/2021
746,EXPE,BBB,"Expedia Group, Inc. - Common Stock",99.624,36.92,1/26/2021
747,AGO,BBB,Assured Guaranty Ltd. Common Stock,99.626,37.15,2/2/2021
748,ARQT,BBB,"Arcutis Biotherapeutics, Inc. - Common stock",99.625,62.25,1/21/2021
749,SHOP,BBB,Shopify Inc. Class A Subordinate Voting Shares,99.626,23.86,2/6/2021
750,EA,BBB-,Electronic Arts Inc. - Common Stock,99.624,18.92,2/6/2021
751,LEGN,BBB-,Legend Biotech Corporation - American Depositary,99.623,4.53,2/6/2021
752,NLOK,BBB-,NortonLifeLock Inc. - Common Stock,99.618,-1.64,1/15/2021
753,NSTG,BBB-,"NanoString Technologies, Inc. - Common Stock",99.615,85.67,2/6/2021
754,PETQ,BBB-,"PetIQ, Inc. - Class A Common Stock",99.614,36.35,2/6/2021
755,AMKR,BBB-,"Amkor Technology, Inc. - Common Stock",99.605,34.99,2/1/2021
756,STTK,BBB-,"Shattuck Labs, Inc. - Common Stock",99.609,82.69,2/4/2021
757,CRTO,BBB-,Criteo S.A. - American Depositary Shares,99.622,49.08,2/5/2021
758,ALG,BBB-,"Alamo Group, Inc. Common Stock",99.622,14.35,2/3/2021
759,VLRS,BBB-,"Controladora Vuela Compania de Aviacion, S.A.B. d",99.612,39.07,2/4/2021
760,CUB,BBB-,Cubic Corporation Common Stock,99.61,11.57,2/3/2021
761,NFLX,BBB-,"Netflix, Inc. - Common Stock",99.609,7.27,1/25/2021
762,MHK,BBB-,"Mohawk Industries, Inc. Common Stock",99.608,26.49,2/5/2021
763,WPM,BBB-,Wheaton Precious Metals Corp Common Shares (Canad,99.608,-19.12,1/29/2021
764,SYNA,BBB-,Synaptics Incorporated - Common Stock,99.606,43.66,2/5/2021
765,ALLO,BBB-,"Allogene Therapeutics, Inc. - Common Stock",99.604,-9.21,2/2/2021
766,AVAV,BBB-,"AeroVironment, Inc. - Common Stock",99.603,56.22,1/24/2021
767,BIDU,BBB-,"Baidu, Inc. - American Depositary Shares, each re",99.602,87.59,2/1/2021
768,INBX,BBB-,"Inhibrx, Inc. - Common Stock",99.601,105.06,2/3/2021
769,TSEM,BBB-,Tower Semiconductor Ltd. - Ordinary Shares,99.604,37.2,2/5/2021
770,MSGS,BBB-,Madison Square Garden Sports Corp. Class A Common,99.598,15.59,1/30/2021
771,ETRN,BBB-,Equitrans Midstream Corporation Common Stock,99.598,2.35,2/4/2021
772,ASO,BBB-,"Academy Sports and Outdoors, Inc. - Common Stock",99.597,-5.59,2/4/2021
773,MTOR,BBB-,"Meritor, Inc. Common Stock",99.596,24.45,2/5/2021
774,LPSN,BBB-,"LivePerson, Inc. - Common Stock",99.596,17.7,1/28/2021
775,SIRI,BBB-,Sirius XM Holdings Inc. - Common Stock,99.595,-1.37,1/29/2021
776,FDX,BBB-,FedEx Corporation Common Stock,99.595,-7.99,1/12/2021
777,NVCR,BBB-,NovoCure Limited - Ordinary Shares,99.595,39.3,2/2/2021
778,MBUU,BBB-,"Malibu Boats, Inc. - Common Stock",99.592,33.4,2/3/2021
779,CSTM,BBB-,Constellium N.V. Ordinary Shares,99.59,46.8,1/25/2021
780,PRLD,BBB-,Prelude Therapeutics Incorporated - Common Stock,99.592,104.58,2/5/2021
781,APOG,BBB-,"Apogee Enterprises, Inc. - Common Stock",99.588,49.53,1/9/2021
782,EXAS,BBB-,Exact Sciences Corporation - Common Stock,99.591,30.84,1/25/2021
783,TWLO,BBB-,Twilio Inc. Class A Common Stock,99.59,36.95,2/2/2021
784,PVG,BBB-,"Pretium Resources, Inc. Ordinary Shares (Canada)",99.595,-15.73,2/2/2021
785,PGRE,BBB-,"Paramount Group, Inc. Common Stock",99.585,50.33,1/29/2021
786,EYE,BBB-,"National Vision Holdings, Inc. - Common Stock",99.586,9.6,1/31/2021
787,WBA,BBB-,"Walgreens Boots Alliance, Inc. - Common Stock",99.588,33.21,2/6/2021
788,APA,BBB-,Apache Corporation Common Stock,99.586,70.71,2/4/2021
789,CZR,BBB-,Caesars Entertainment Corporation - Common Stock,99.585,48.68,2/3/2021
790,SSRM,BBB-,SSR Mining Inc. - Common Stock,99.585,-15.6,2/3/2021
791,MYGN,BBB-,"Myriad Genetics, Inc. - Common Stock",99.589,105.4,2/2/2021
792,PTCT,BBB-,"PTC Therapeutics, Inc. - Common Stock",99.578,7.02,2/6/2021
793,EVH,BBB-,"Evolent Health, Inc Class A Common Stock",99.584,65.12,2/3/2021
794,UA,BBB-,"Under Armour, Inc. Class C Common Stock",99.576,38.05,1/27/2021
795,TCO,BBB-,"Taubman Centers, Inc. Common Stock",99.585,30.81,1/27/2021
796,RMR,BBB-,The RMR Group Inc. - Class A Common Stock,99.582,43.99,2/2/2021
797,KRTX,BBB-,"Karuna Therapeutics, Inc. - Common Stock",99.601,11.93,2/3/2021
798,TCX,BBB-,Tucows Inc. - Common Stock,99.581,24.74,2/6/2021
799,ATCO,BBB-,Atlas Corp. Common Shares,99.581,29.36,2/5/2021
800,WDR,BBB-,"Waddell & Reed Financial, Inc. Common Stock",99.581,56.53,2/2/2021
801,MNRL,BBB-,"Brigham Minerals, Inc. Class A Common Stock",99.579,60.11,2/5/2021
802,PRSP,BBB-,Perspecta Inc. Common Stock,99.592,48.35,1/28/2021
803,ACAD,BBB-,ACADIA Pharmaceuticals Inc. - Common Stock,99.58,3.01,2/4/2021
804,LPRO,BBB-,Open Lending Corp. - Class A Common Stock,99.578,33.21,1/30/2021
805,TOL,BBB-,Toll Brothers Inc. Common Stock,99.57,11.56,1/4/2021
806,CDNA,BBB-,"CareDx, Inc. - Common Stock",99.583,65.16,2/3/2021
807,KYMR,BBB-,"Kymera Therapeutics, Inc. - Common Stock",99.577,76.59,2/4/2021
808,AMG,BBB-,"Affiliated Managers Group, Inc. Common Stock",99.575,28.02,1/26/2021
809,KN,BBB-,Knowles Corporation Common Stock,99.574,30.38,1/24/2021
810,PLAN,BBB-,"Anaplan, Inc. Common Stock",99.574,30.63,1/22/2021
811,VRTU,BBB-,Virtusa Corporation - common stock,99.572,2.5,2/4/2021
812,PLRX,BBB-,"Pliant Therapeutics, Inc. - Common Stock",99.571,56.29,2/3/2021
813,TTGT,BBB-,"TechTarget, Inc. - Common Stock",99.57,62.62,1/6/2021
814,atvi,BBB-,"Activision Blizzard, Inc - Common Stock",99.557,28.93,2/5/2021
815,RCL,BBB-,Royal Caribbean Cruises Ltd. Common Stock,99.567,29.32,1/12/2021
816,LMNX,BBB-,Luminex Corporation - Common Stock,99.567,28.18,1/20/2021
817,INSP,BBB-,"Inspire Medical Systems, Inc. Common Stock",99.57,32.31,2/1/2021
818,TPTX,BBB-,"Turning Point Therapeutics, Inc. - Common stock",99.563,47.34,1/25/2021
819,SBGI,BBB-,"Sinclair Broadcast Group, Inc. - Class A Common S",99.56,67.91,2/3/2021
820,MLHR,BBB-,"Herman Miller, Inc. - Common Stock",99.573,20.16,1/20/2021
821,HBM,BBB-,Hudbay Minerals Inc. Ordinary Shares (Canada),99.558,17.46,1/29/2021
822,HZNP,BBB-,Horizon Pharma plc - common stock,99.558,12.92,2/2/2021
823,DT,BBB-,"Dynatrace, Inc. Common Stock",99.537,40.09,2/5/2021
824,ORI,BBB-,Old Republic International Corporation Common Sto,99.556,13.23,1/4/2021
825,mtch,BBB-,"Match Group, Inc. - Common Stock",99.543,16.24,2/4/2021
826,ALRM,BBB-,"Alarm.com Holdings, Inc. - Common Stock",99.555,41.84,1/28/2021
827,OLN,BBB-,Olin Corporation Common Stock,99.551,30.79,2/2/2021
828,DVN,BBB-,Devon Energy Corporation Common Stock,99.553,222.41,1/23/2021
829,OZK,BBB-,Bank OZK - Common Stock,99.551,57.46,1/29/2021
830,COMM,BBB-,"CommScope Holding Company, Inc. - Common Stock",99.55,53.23,1/15/2021
831,DIS,BBB-,Walt Disney Company (The) Common Stock,99.55,42.7,2/5/2021
832,APG,BBB-,APi Group Corporation Common Stock,99.548,37.07,1/8/2021
833,CREE,BBB-,"Cree, Inc. - Common Stock",99.546,67.04,1/27/2021
834,ULTA,BBB-,"Ulta Beauty, Inc. - Common Stock",99.549,40.5,2/3/2021
835,ESRT,BBB-,"Empire State Realty Trust, Inc. Class A Common St",99.545,79.05,1/21/2021
836,EBS,BBB-,"Emergent Biosolutions, Inc. Common Stock",99.545,27.36,1/26/2021
837,KMT,BBB-,Kennametal Inc. Common Stock,99.545,20.06,1/30/2021
838,CBRL,BB+,"Cracker Barrel Old Country Store, Inc. - Common S",99.542,10.1,2/6/2021
839,RVMD,BB+,"Revolution Medicines, Inc. - Common Stock",99.553,59.94,2/6/2021
840,TTWO,BB+,"Take-Two Interactive Software, Inc. - Common Stoc",99.532,19.24,2/3/2021
841,LOGI,BB+,Logitech International S.A. - Registered Shares,99.528,17.19,2/6/2021
842,AMD,BB+,"Advanced Micro Devices, Inc. - Common Stock",99.535,11.82,2/6/2021
843,LUV,BB+,Southwest Airlines Company Common Stock,99.543,25.14,2/2/2021
844,MSM,BB+,"MSC Industrial Direct Company, Inc. Common Stock",99.525,14.93,2/1/2021
845,XNCR,BB+,"Xencor, Inc. - Common Stock",99.529,35.26,2/5/2021
846,IOVA,BB+,"Iovance Biotherapeutics, Inc. - Common Stock",99.529,7.94,2/5/2021
847,ONTO,BB+,Onto Innovation Inc. Common Stock,99.528,59.44,2/3/2021
848,NCR,BB+,NCR Corporation Common Stock,99.527,75.11,2/3/2021
849,WHD,BB+,"Cactus, Inc. Class A Common Stock",99.525,54.25,2/6/2021
850,NNI,BB+,"Nelnet, Inc. Common Stock",99.522,10.23,2/2/2021
851,STNE,BB+,StoneCo Ltd. - Class A Common Share,99.539,37.75,2/3/2021
852,LEVI,BB+,Levi Strauss & Co Class A Common Stock,99.523,28.75,1/28/2021
853,GFI,BB+,Gold Fields Limited American Depositary Shares,99.525,-26.03,2/5/2021
854,HASI,BB+,Hannon Armstrong Sustainable Infrastructure Capit,99.523,34.59,2/5/2021
855,DOYU,BB+,DouYu International Holdings Limited - ADS,99.524,-20.46,2/4/2021
856,lind,BB+,Lindblad Expeditions Holdings Inc.  - Common Stoc,99.558,124.04,1/26/2021
857,NXGN,BB+,"NextGen Healthcare, Inc. - Common Stock",99.521,36.07,2/1/2021
858,CLGX,BB+,"CoreLogic, Inc. Common Stock",99.522,6.34,2/5/2021
859,LZB,BB+,La-Z-Boy Incorporated Common Stock,99.519,10.19,2/5/2021
860,CWT,BB+,California Water Service Group Common Stock,99.52,24.29,2/5/2021
861,BBIO,BB+,"BridgeBio Pharma, Inc. - Common Stock",99.523,73.62,2/5/2021
862,TDS,BB+,"Telephone and Data Systems, Inc. Common Shares",99.517,19.38,2/3/2021
863,REG,BB+,Regency Centers Corporation Common Stock,99.515,44.24,2/5/2021
864,AZN,BB+,Astrazeneca PLC Common Stock,99.513,-10.59,2/2/2021
865,WOR,BB+,"Worthington Industries, Inc. Common Stock",99.506,10.15,2/2/2021
866,HBI,BB+,Hanesbrands Inc. Common Stock,99.51,22.72,1/4/2021
867,SKX,BB+,"Skechers U.S.A., Inc. Common Stock",99.499,22.95,2/3/2021
868,AX,BB+,"Axos Financial, Inc. Common Stock",99.519,54.4,2/1/2021
869,CLR,BB+,"Continental Resources, Inc. Common Stock",99.506,71.49,1/29/2021
870,WIX,BB+,Wix.com Ltd. - Ordinary Shares,99.507,-3.2,1/23/2021
871,LYV,BB+,"Live Nation Entertainment, Inc. Common Stock",99.509,33.87,2/4/2021
872,LUNG,BB+,Pulmonx Corporation - Common Stock,99.504,35.33,2/5/2021
873,CVGW,BB+,"Calavo Growers, Inc. - Common Stock",99.502,9.52,1/20/2021
874,THO,BB+,"Thor Industries, Inc. Common Stock",99.492,36.47,1/13/2021
875,JEF,BB+,Jefferies Financial Group Inc. Common Stock,99.5,20.18,1/24/2021
876,OMCL,BB+,"Omnicell, Inc. - Common Stock",99.498,39.74,1/9/2021
877,SMG,BB+,Scotts Miracle-Gro Company (The) Common Stock,99.499,33.84,2/4/2021
878,STOR,BB+,STORE Capital Corporation Common Stock,99.496,25.78,2/3/2021
879,VG,BB+,Vonage Holdings Corp. Common Stock,99.484,7.95,2/2/2021
880,MRVI,BB+,"Maravai LifeSciences Holdings, Inc. - Class A com",99.491,250.93,1/21/2021
881,BNR,BB+,Burning Rock Biotech Limited - American Depositar,99.492,11.05,2/2/2021
882,CRL,BB+,"Charles River Laboratories International, Inc. Co",99.485,3.35,2/2/2021
883,MBIN,BB+,Merchants Bancorp - Common Stock,99.485,53.02,2/6/2021
884,SBUX,BB+,Starbucks Corporation - Common Stock,99.473,17.86,1/30/2021
885,seas,BB+,"SeaWorld Entertainment, Inc. Common Stock",99.481,44.33,2/4/2021
886,MATW,BB+,Matthews International Corporation - Class A Comm,99.478,53.67,1/30/2021
887,PCG,BB+,Pacific Gas & Electric Co. Common Stock,99.478,16.85,1/27/2021
888,IH,BB+,"iHuman Inc. American depositary shares, each repr",99.477,-11.76,2/5/2021
889,RL,BB+,Ralph Lauren Corporation Common Stock,99.478,59.05,1/27/2021
890,MDLA,BB+,"Medallia, Inc. Common Stock",99.48,53.24,1/29/2021
891,MYRG,BB+,"MYR Group, Inc. - Common Stock",99.474,36.08,1/15/2021
892,ayx,BB+,"Alteryx, Inc. Class A Common Stock",99.474,2.82,2/5/2021
893,DISH,BB+,DISH Network Corporation - Class A Common Stock,99.473,12.78,2/3/2021
894,PLMR,BB+,"Palomar Holdings, Inc. - Common stock",99.494,5.99,1/31/2021
895,VNET,BB+,"21Vianet Group, Inc. - American Depositary Shares",99.466,53.17,1/30/2021
896,cmd,BB+,Cantel Medical Corp. Common Stock,99.468,50.45,1/13/2021
897,FWRD,BB+,Forward Air Corporation - Common Stock,99.453,14.47,1/29/2021
898,STAY,BB+,"Extended Stay America, Inc. Common Stock",99.458,18.58,1/14/2021
899,PE,BB+,"Parsley Energy, Inc. Class A Common Stock",99.456,76.91,1/26/2021
900,HAS,BB+,"Hasbro, Inc. - Common Stock",99.458,15.34,1/21/2021
901,REGN,BB+,"Regeneron Pharmaceuticals, Inc. - Common Stock",99.447,-13.68,2/3/2021
902,ARNA,BB+,"Arena Pharmaceuticals, Inc. - Common Stock",99.456,-5.46,1/27/2021
903,SMAR,BB+,Smartsheet Inc. Class A Common Stock,99.453,33.7,2/4/2021
904,UTHR,BB+,United Therapeutics Corporation - Common Stock,99.453,24.9,2/1/2021
905,SU,BB+,Suncor Energy  Inc. Common Stock,99.452,47.29,2/5/2021
906,ARCB,BB+,ArcBest Corporation - Common Stock,99.452,49.5,1/22/2021
907,MO,BB+,"Altria Group, Inc.",99.449,13.95,1/30/2021
908,HEP,BB+,"Holly Energy Partners, L.P. Common Stock",99.442,38.45,1/27/2021
909,SWCH,BB+,"Switch, Inc. Class A Common Stock",99.446,22.56,2/4/2021
910,GILD,BB+,"Gilead Sciences, Inc. - Common Stock",99.435,15.9,2/5/2021
911,FRG,BB+,"Franchise Group, Inc. - Common Stock",99.443,22.19,1/28/2021
912,CMG,BB+,"Chipotle Mexican Grill, Inc. Common Stock",99.441,13.71,2/4/2021
913,ZNTL,BB+,"Zentalis Pharmaceuticals, Inc. - common stock",99.436,0.15,2/5/2021
914,IIVI,BB+,II-VI Incorporated - Common Stock,99.433,53.66,1/19/2021
915,PCRX,BB+,"Pacira Pharmaceuticals, Inc. - Common Stock",99.432,46.62,2/3/2021
916,HSKA,BB+,Heska Corporation - Common Stock,99.431,51.71,2/2/2021
917,FRPT,BB+,"Freshpet, Inc. - Common Stock",99.422,17.86,1/24/2021
918,DNLI,BB+,Denali Therapeutics Inc. - Common Stock,99.427,25.44,1/30/2021
919,APPN,BB+,Appian Corporation - Class A Common Stock,99.426,68.77,2/4/2021
920,FOCS,BB+,Focus Financial Partners Inc. - Common Stock,99.421,38.7,1/23/2021
921,KLIC,BB+,"Kulicke and Soffa Industries, Inc. - Common Stock",99.429,44.58,2/5/2021
922,crvl,BB+,CorVel Corp. - Common Stock,99.418,21.75,2/6/2021
923,TSCO,BB+,Tractor Supply Company - Common Stock,99.417,7.87,1/30/2021
924,splk,BB+,Splunk Inc. - Common Stock,99.417,-14.6,2/6/2021
925,FIVE,BB+,"Five Below, Inc. - Common Stock",99.421,35.85,2/6/2021
926,MGLN,BB,"Magellan Health, Inc. - Common Stock",99.416,24.83,2/1/2021
927,KROS,BB,"Keros Therapeutics, Inc. - common stock",99.415,35.46,2/6/2021
928,ZG,BB,"Zillow Group, Inc. - Class A Common Stock",99.414,35.35,2/6/2021
929,TAK,BB,Takeda Pharmaceutical Company Limited American De,99.414,4.19,2/6/2021
930,CCXI,BB,"ChemoCentryx, Inc. - Common Stock",99.413,20.24,2/5/2021
931,MTRN,BB,Materion Corporation,99.41,32.83,2/5/2021
932,MMS,BB,"Maximus, Inc. Common Stock",99.41,12.4,2/1/2021
933,AXTA,BB,Axalta Coating Systems Ltd. Common Shares,99.41,4.64,2/5/2021
934,MODN,BB,"Model N, Inc. Common Stock",99.409,11.39,2/6/2021
